Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ireland,IRL,1794.862935,2100.036062,2369.668884,2563.317068,2825.18666,3128.888237,3376.410634,3701.447949,4059.45053,4377.46492,4558.207708,4802.279691,4938.226554,4945.745414,4898.442602,5077.476445,5356.1886,5582.931791,5861.913951,5866.962598,6657.551647
"Iran, Islamic Rep.",IRN,499.3356388,548.4231118,541.5600782,640.1168762,674.2372121,735.9707349,770.4526929,806.7779873,849.5639158,1048.84431,1139.098337,1157.452691,1025.934134,884.2091927,997.6384381,1003.026473,1146.969421,1175.813422,1115.413102,830.0113692,768.9999512
Iraq,IRQ,,,,182.154338,353.2582294,271.0519298,244.8984376,331.3582365,350.467695,437.1429636,390.8190321,358.0043456,384.1685295,409.3055762,373.640941,307.7232284,294.2199813,428.9683781,414.2044655,456.5960929,463.9088746
Iceland,ISL,2647.694344,2787.359981,3063.384977,3178.334402,3319.216673,3335.936135,3393.970249,3460.495432,3645.089855,3670.185767,3322.852673,3355.08925,3433.642107,3627.81693,3782.064895,3967.490112,4327.348746,4593.370205,4789.19524,4959.060536,5099.78379
Israel,ISR,1743.420429,1859.836153,1863.494991,1745.200025,1829.352924,1825.863212,1832.664896,1954.478181,1974.879868,2012.929689,2099.230979,2218.647156,2349.556471,2521.414106,2557.073173,2635.548663,2839.715088,2968.471453,3054.559056,3144.225425,3456.98101
Italy,ITA,2049.145619,2169.65138,2263.524425,2294.302151,2421.236852,2516.803091,2741.782701,2787.999208,3040.122694,3102.496602,3139.355954,3211.956175,3212.635603,3216.07168,3210.073678,3264.642788,3481.573467,3605.160913,3732.510571,3835.733166,4031.995849
Jamaica,JAM,364.5998394,343.2208268,325.6708848,304.3404923,358.7496958,351.4526917,343.2472482,450.1184357,478.2327785,421.0394461,430.0466342,439.866989,411.883223,431.2112331,455.7704654,511.6186756,543.5259175,613.9111216,620.9525214,651.0783603,645.3322492
Jordan,JOR,579.6042395,626.3251767,643.4890031,630.1851142,678.2417989,723.7866817,684.8126737,735.6438294,802.6363201,902.8646146,809.7611127,825.7018609,805.8989788,739.5910516,681.7959454,689.2275186,648.1573437,764.9005028,766.686742,750.2999032,722.0725153
Japan,JPN,1920.132241,2024.205894,2106.875839,2204.186622,2324.779185,2463.139192,2584.482955,2723.903116,2853.003818,3003.785083,3201.561501,3792.927983,4006.140869,4198.218633,4237.222746,4392.700722,4329.995609,4427.200293,4545.894763,4576.246036,4627.967016
Kazakhstan,KAZ,314.3031562,303.256717,350.9350028,400.3977166,478.8183318,526.0106964,517.0045153,454.6160335,533.7512697,616.6822371,516.3974158,530.8907466,657.01489,640.8607469,722.8237972,694.5278196,802.3368928,747.4483774,726.6831364,755.7876075,1001.700553
Kenya,KEN,75.16742613,80.680747,82.09869439,87.41781363,94.30172577,99.25669717,119.4395985,129.8984405,129.9711936,130.867268,142.2210845,143.4872683,144.0524064,155.2255142,168.0746427,179.3206053,191.4002345,171.9114808,187.3749144,208.8480568,203.2277892
Kyrgyz Republic,KGZ,81.65546445,84.36537691,91.1725242,124.7708545,144.3861673,176.5797724,207.1234259,190.791448,196.5843572,212.7365337,213.0579265,232.7606525,306.5389855,331.0124053,316.1845672,303.4664531,303.2319405,316.1054906,267.5643362,251.4980558,269.4439651
Cambodia,KHM,70.52201213,82.02590512,89.96816094,93.77668336,106.5279465,118.2095043,118.5151465,105.7414877,152.1218239,173.6041586,167.1643596,195.5037223,208.2163081,216.7391149,214.361602,211.3238695,226.8218453,227.347825,265.3480194,320.879266,331.580825
Kiribati,KIR,130.0335297,183.2143532,182.8427834,166.5766213,191.8787048,189.0689474,191.3797431,194.0136878,234.6771277,223.7151108,150.4084049,142.9946367,150.8245352,173.3232558,180.8932163,160.1239743,176.3341846,226.2672534,259.6071038,248.3807803,240.1625168
St. Kitts and Nevis,KNA,760.2214267,736.5348667,763.6023112,794.1164506,799.4068378,948.8262256,1059.510145,1050.674553,1297.714033,1246.989763,1220.465192,1248.721276,1161.580836,1227.577548,1257.311027,1362.009758,1516.598544,1545.612217,1510.371685,1628.567655,1537.358734
"Korea, Rep.",KOR,725.9585884,878.9896493,897.2620259,984.743335,1051.191155,1170.249107,1339.908477,1500.91918,1638.695744,1731.537828,1906.476424,1986.048608,2081.384904,2153.670141,2295.574896,2522.555266,2731.460238,2902.362028,3241.440204,3497.867646,3782.115975
Kuwait,KWT,1308.471537,1882.932318,1879.019852,1932.779916,1823.272128,1711.134542,1621.814769,1760.540629,1736.788288,2169.117808,2014.055222,1837.515717,1902.984456,1878.024611,2005.228132,1953.487224,2066.43326,2327.001147,2570.280808,2638.177484,2922.348782
Latin America & Caribbean (excluding high income),LAC,569.5715788,598.4878426,607.5510763,622.4822191,660.5447121,706.3687412,767.9540981,837.9316529,882.4449554,932.2110434,951.0057452,991.9053646,1011.483954,1070.587893,1114.47326,1152.993031,1134.325028,1217.25797,1230.316944,1264.440354,1309.608847
Lao PDR,LAO,79.55377213,86.98500818,83.30683062,107.2246402,92.00765437,93.89639833,92.29205947,107.363215,98.86230016,133.4008546,115.8391109,81.78859337,99.53797764,125.7964385,133.9626049,150.3217655,160.5009272,182.0950001,173.5835551,211.5027693,213.9656566
Lebanon,LBN,850.1559537,864.1077471,787.4295436,753.1251424,772.4386026,760.4845286,897.977296,977.6404366,976.9414825,960.1771805,1103.426124,1236.902603,1109.522636,1101.518148,1127.337702,1140.538856,1314.424091,1389.732433,1484.50929,1421.731974,1059.516266
Liberia,LBR,41.46990905,34.99870097,30.2747052,25.24260225,68.92998309,75.55406157,69.28324701,93.17015521,80.82300323,89.31015132,87.40512382,96.70652188,96.65260681,105.8131784,120.5842905,129.4480289,131.6198992,149.4949186,146.3520674,118.6882399,131.55338
Libya,LBY,642.4204991,745.3268816,883.3692335,831.5007632,740.2601458,618.9333202,642.4988029,666.4360655,625.5144461,947.820843,943.892915,646.7234905,,,,,,,,,
St. Lucia,LCA,442.6346343,456.7592584,486.5989958,498.7559187,496.2087093,515.9039273,591.4913941,661.2492136,643.4192248,648.8570931,636.8686427,694.8943156,667.6682568,707.9773569,667.4801365,633.1866102,716.418635,711.0232691,707.2766379,702.8054535,877.3216329
Latin America & Caribbean,LCN,589.110323,621.346752,625.9681074,636.946759,675.3715167,717.8767187,797.7750214,869.2008855,904.5724015,960.0357877,973.1932324,1021.121422,1039.855321,1092.826583,1137.662969,1162.176176,1142.303165,1226.663853,1249.838345,1276.971599,1325.140894
Least developed countries: UN classification,LDC,42.41186045,47.55425597,51.39974287,56.45607884,62.1497768,66.16620206,74.27963375,79.60587255,83.15915163,90.54623515,89.97645802,94.53847382,95.02182405,104.1547644,110.787685,117.2135507,121.9754773,122.0454945,123.0662842,126.7943502,130.0648934
Low income,LIC,47.98285727,49.63209145,54.43297528,60.32964126,64.77061308,69.19536717,77.92959585,84.3141955,86.15478988,94.2525954,92.96082704,96.76605696,89.79378453,95.47966003,100.5877955,104.4256383,108.6879983,105.5937449,101.5925902,103.7779433,104.6722344
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,176.3275728,187.9308165,195.5514524,182.4482912,216.7334402,225.9002217,246.2532167,265.3416251,286.0667441,311.0646214,310.6719737,327.4085032,341.2204209,404.5618974,397.1558943,441.8505259,467.4687791,451.1590506,517.3434549,502.3390796,542.7422173
Lower middle income,LMC,110.6502446,122.1872474,124.2405201,135.4605759,143.7613047,154.1504672,164.3520868,173.4777145,180.843523,196.3735363,201.7435414,209.1802848,222.0966925,238.8152128,243.3656941,253.3507494,263.6130926,259.339549,266.0224325,268.3374279,265.9814056
Low & middle income,LMY,177.1679829,189.3020182,198.4912017,213.291483,227.6262359,247.0755625,270.2412453,292.0970897,317.6057507,350.293035,358.5173566,380.719408,407.2298515,438.4949566,455.011182,470.4989596,484.0525451,502.4507886,527.9033859,558.3777802,594.1743035
Lesotho,LSO,68.42174921,92.43548551,85.16226375,81.12461091,83.22081016,80.26572613,95.67919087,146.4017188,156.974472,185.6059299,183.9630163,218.6415017,215.2273104,247.8494699,258.0251568,270.7456512,252.4121918,261.4578298,273.9859084,291.6007678,298.7759085
Late-demographic dividend,LTE,245.8736928,262.4245505,288.3958869,305.8944745,329.0396014,357.2325834,397.7377492,434.2395632,492.3181496,558.1163008,577.09274,620.6031,678.3780249,736.9435923,776.0374723,802.2770259,831.8714559,888.1518644,964.6416482,1053.738945,1158.435779
Lithuania,LTU,521.7346446,564.7943888,641.8270537,742.9971824,713.5506708,811.5699903,957.5113461,1094.347138,1298.45617,1325.678741,1350.035714,1472.821993,1542.196609,1629.116665,1738.97085,1861.005292,2038.202023,2171.158,2369.305069,2697.287975,2931.821778
Luxembourg,LUX,3286.220731,3602.480057,3979.253451,4222.143629,4741.640754,4941.68273,5274.333736,5282.98284,5725.232108,6090.213691,6079.073028,5694.883572,5175.365227,5346.196527,5573.944716,5545.197091,5806.304536,5961.602684,6211.730685,6448.320191,6843.522729
Latvia,LVA,434.219967,518.2810619,578.2634171,603.0536916,757.0605657,807.5782914,900.8127147,1001.598597,1085.89225,1027.881105,1067.982963,1093.868359,1146.006073,1217.726464,1296.154685,1405.399885,1631.070263,1703.59736,1903.766338,2104.194136,2331.231146
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,145.8269766,163.1134654,179.5361173,192.32815,212.0193382,230.3066761,263.0086483,290.6490365,311.813248,352.4446898,375.4251351,394.4366921,395.9338298,398.1987745,392.615133,397.0534198,397.3730423,400.9976892,414.1977622,430.9774086,451.5261928
Monaco,MCO,1626.561622,1757.370228,1865.158588,2162.383958,2299.392895,2428.229249,2573.567407,2707.507007,3027.786321,3195.495581,3330.879339,3336.779911,3409.489489,3690.785229,3808.02001,3826.760595,3185.704847,3168.394493,3116.009927,3238.471283,3163.995256
Moldova,MDA,149.6220354,167.6698458,218.4950283,225.5877213,318.8121939,377.2542111,450.6732353,499.4181507,546.5687698,647.590352,520.309384,505.1582729,540.6067968,584.4937047,611.9385791,631.4604965,630.5825296,809.8386092,827.3272626,859.3185453,876.8194741
Madagascar,MDG,56.31368895,62.99912281,56.86555278,58.97136852,68.52223171,71.16938932,73.2298132,68.34780114,65.98393573,66.70819145,69.48443839,66.86355839,56.94113483,55.88582781,67.11580399,75.00347666,82.44983339,74.99757698,68.10648918,62.42108539,58.77327151
Maldives,MDV,809.6642432,596.0120977,683.6049407,668.1068216,790.0907368,821.5813391,950.3923142,1049.012165,1560.657789,1238.919927,1091.383393,1090.287201,1217.086497,1249.528192,1321.12375,1528.09477,1878.256271,1758.705893,1506.933426,1639.521439,1602.878542
Middle East & North Africa,MEA,493.7208477,540.2443244,542.4008578,542.1409214,562.4799811,571.970238,602.214561,637.2434593,650.2716897,787.8340803,780.0993046,803.8636866,827.199474,872.4649462,937.0329076,938.0078934,1022.058528,1069.110045,1037.694726,836.052186,846.1877559
Mexico,MEX,498.559407,541.6775792,571.7050207,672.2789483,723.8273913,742.6580628,786.0759346,831.0453603,859.3147952,903.0974815,887.2999361,924.0659199,985.0706176,1022.51215,1016.271484,1062.245356,1089.152549,1093.286792,1100.859176,1103.306682,1192.602848
Marshall Islands,MHL,349.0933005,320.3478937,292.8695211,291.9847,367.2977431,502.6732522,521.7057885,442.0479083,396.8980847,393.9474571,407.9192291,392.3500165,396.5501293,439.5124024,441.8663155,537.9027861,576.2059273,569.420306,654.910363,711.1233297,634.6333356
Middle income,MIC,186.3056274,199.3287377,209.6375551,225.2791802,240.6053918,261.4976616,286.1324317,309.5957571,337.4479684,372.6365713,382.0393395,406.302823,436.3214538,469.0025385,487.0933931,504.2196614,517.3005229,539.011983,567.879705,601.8218874,641.8652077
North Macedonia,MKD,542.5571569,502.5101776,561.7834448,581.4258019,594.4437059,590.5992653,629.0174061,602.6407826,676.5198164,705.3291781,748.6025773,748.0379444,773.756366,839.6526499,829.8621524,865.0660663,948.4608302,993.4065587,1065.407096,1217.946695,1295.006756
Mali,MLI,60.40289441,57.13122897,64.12740833,69.75548056,72.74215245,76.97786009,84.33604828,83.49158388,82.85814601,87.77050763,81.03175698,70.93615867,64.03762234,69.52532118,82.81801756,80.4613107,79.36293281,79.13635711,83.53527802,89.77660081,96.51530099
Malta,MLT,1210.630305,1301.044298,1515.57611,1657.834317,1740.078548,1938.252022,2056.124679,2052.639495,2093.544756,2119.624112,2286.713605,2455.247562,2548.913685,2766.510527,3157.475011,3373.250644,3599.081576,3860.921883,3975.948963,4474.872815,4694.663671
Myanmar,MMR,19.36335971,23.71700945,31.97015626,33.65625732,37.92072212,44.27752842,49.56577482,51.07917521,57.91098613,62.10128979,59.76876726,63.3798738,88.55087832,125.3391667,180.3447612,230.1161961,210.7138883,219.1260615,228.6144979,235.5085075,243.4535867
Middle East & North Africa (excluding high income),MNA,329.0664331,364.7638563,373.1357592,380.6809853,404.7594931,416.5764208,436.815646,467.1223476,494.1448945,578.0184977,592.0535035,600.3372159,598.2736205,604.4669513,631.9459368,637.0109526,709.198419,739.4378559,713.167329,648.9632306,616.2172263
Montenegro,MNE,,,,,,,,,,,,1131.718565,1127.293295,1234.227565,1205.645997,1446.28011,1543.88193,1546.110607,1768.694723,1896.511646,2255.306847
Mongolia,MNG,207.7536031,192.2815924,208.1461441,177.8056829,202.9681912,201.0810656,222.6472201,271.3737244,333.2742966,320.4937565,285.3321306,322.7038662,399.1493463,436.9730748,471.4379263,455.7059714,461.8651859,450.8102281,468.9233332,540.2755755,608.5072529
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,10.58171113,15.48403786,19.08210195,20.75471857,24.23553565,30.94236496,31.85096998,33.00587849,37.93396494,48.57622788,53.19084563,52.10515916,55.15977244,67.27473291,72.81392644,87.37196309,99.77228309,100.878023,107.0930176,106.5294797,99.0991118
Mauritania,MRT,103.3034476,108.0463242,122.0364077,131.0568724,126.702533,127.4636809,120.6464486,126.2996635,131.1209854,132.8370937,113.5724873,111.5345698,119.6337018,138.1992562,152.3192896,158.2120366,149.5393141,174.3640328,188.3907267,192.3605608,186.9503628
Mauritius,MUS,266.4396343,285.5242359,319.4365812,341.5809185,378.9836774,419.3172982,442.3329401,467.0887265,558.7994466,613.8847829,700.5157864,698.5238518,706.9874012,815.9168778,991.2223174,1070.199756,1153.58355,1215.235386,1303.267484,1443.169026,1333.524181
Malawi,MWI,24.62758945,20.1483001,24.39542582,31.70328422,40.99634919,44.86002629,53.74554022,65.14505636,77.93361776,79.47382387,73.09806668,78.68756774,86.63190621,126.8700834,103.592819,94.4406727,111.4289863,110.3359917,104.0619249,81.26126743,82.43309755
Malaysia,MYS,357.5016506,380.7990016,396.556506,456.9008194,478.5767409,476.0104872,564.8729344,595.8275792,610.7110523,644.3945642,646.5869634,716.2980283,790.0183388,817.9613738,903.6207486,923.588206,920.1811144,963.4187214,1033.099477,1107.584189,1122.758733
North America,NAC,4325.734527,4656.978774,5051.716125,5432.480476,5754.08222,6095.403159,6460.809304,6797.057977,7004.967117,7262.865153,7482.073773,7654.947584,7892.216355,8050.014973,8411.436864,8798.052249,9145.568758,9433.622213,9789.753494,10121.42718,11121.01557
Namibia,NAM,492.9576159,494.2743035,531.5604974,563.2854395,660.5327467,689.8496833,747.1331797,835.2093303,797.793024,725.3290455,822.6272464,878.1043182,876.5109935,894.0822289,892.1190456,1076.291588,986.566572,901.8286191,874.2836696,881.6003845,844.4021013
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,
Niger,NER,35.18164751,37.81012172,39.75321166,39.26986728,40.9557459,51.64847839,55.4475819,51.31985735,52.49847654,52.87309325,52.00839887,51.44895003,49.3569699,49.85726896,50.37285799,60.85651738,51.71397435,64.45816248,64.79956153,71.9030733,79.44444149
Nigeria,NGA,77.04211094,81.93832338,72.78999262,156.5402613,154.7579055,160.594606,159.546462,157.3897563,162.3030125,173.1609946,155.0792058,162.3195478,165.181129,175.7088835,181.3449189,191.3490641,188.2079135,191.8786097,161.0863846,157.9626593,173.4922737
Nicaragua,NIC,144.2744391,156.7967528,165.6382954,181.3178254,192.9700835,210.5579475,227.6266153,265.0201543,283.8520286,292.3606609,305.2902234,315.4870058,328.9376074,348.8910246,390.0205322,416.5086639,452.1855826,492.6055812,490.5793685,477.7302046,471.2417998
Netherlands,NLD,2465.804449,2684.029476,2987.458135,3099.035765,3267.310586,3425.68307,3726.989182,3983.542332,4316.769145,4464.586093,4585.398688,4779.419803,4989.33033,5219.263451,5213.534352,5203.804064,5398.930923,5584.754755,5811.235322,6004.983677,6612.778755
Norway,NOR,2856.530746,3036.400721,3429.115817,3566.147722,3765.248596,3995.396616,4304.46269,4529.837755,4945.300013,5054.777101,5191.022958,5492.077114,5774.39197,6012.884331,6192.903594,6142.437341,6271.010389,6630.84205,7019.083515,7064.004071,7168.356926
Nepal,NPL,47.18503773,60.51598463,62.64250593,64.04605531,71.35461122,73.54787899,69.63668419,76.07885885,84.99871962,91.01219191,107.3384556,100.8124839,111.105821,122.9928758,146.5615479,160.2468888,158.6746921,165.0498008,172.4710167,181.7195767,205.8840073
Nauru,NRU,1152.681632,942.3777574,724.0777822,561.9750765,276.5071692,434.1853573,590.8504821,915.7901691,1085.794225,639.5776176,740.635682,640.0946105,672.0283633,893.2781501,947.3929998,1677.026871,1343.419681,1349.633958,1466.405458,1523.97665,1509.962133
New Zealand,NZL,1608.092965,1701.956201,1841.26426,1854.513076,1985.387338,2124.957587,2400.289203,2447.560635,2721.09724,2951.573415,2998.105408,3115.070568,3182.363303,3385.866707,3507.993891,3493.66197,3727.768083,3839.433064,3891.086397,4337.690052,4510.844703
OECD members,OED,2256.687828,2419.420875,2597.860127,2765.610153,2923.76187,3081.384388,3295.966651,3471.992553,3642.86397,3807.577508,3927.174586,4096.53241,4222.356054,4359.072585,4518.887967,4693.451554,4885.153374,5050.353815,5242.259079,5410.334611,5861.487611
Oman,OMN,1063.090849,1127.64785,1154.581533,1128.783305,1084.585189,978.1688513,931.663842,1030.858725,927.0950471,1370.104655,1318.403244,1124.049464,1145.548336,1190.554662,1398.472062,1486.474611,1411.32429,1352.972518,1126.221284,1341.540789,1814.567913
Other small states,OSS,486.9191061,522.584007,567.9740428,612.6946085,635.3773541,632.3806793,666.6025582,724.1206855,762.624564,855.7164578,840.5012745,852.9237914,892.8835133,974.7155773,1022.906378,1084.542217,1079.714225,1107.423671,1114.240712,1171.946873,1268.008261
Pakistan,PAK,73.85696986,71.94133875,75.84696336,69.35787125,72.54815832,89.68925388,106.2131074,110.1594984,107.6166069,99.47856392,96.83691078,88.80384846,92.18009583,103.3262617,109.8846775,114.3445694,121.6646095,136.29803,150.1018622,155.4975646,158.0643738
Panama,PAN,621.4010584,620.3359679,644.440968,638.2140154,729.3890921,693.1739654,803.3001591,1002.119661,1019.746275,1048.776131,1140.4442,1204.149091,1264.545043,1411.791836,1646.392855,1825.606994,2051.459687,2266.845999,2510.998623,2738.127469,2600.244052
Peru,PER,215.2473078,235.1532283,261.5217436,258.0442277,264.3102466,297.9536743,312.7630801,351.9467057,400.3326499,444.4118108,459.9893554,469.3991731,506.8317417,535.5060059,572.3093668,576.4149772,602.9569723,620.8333626,683.6385025,698.8035297,753.3043224
Philippines,PHL,105.1273265,101.0333132,96.57989647,118.1724969,125.5541605,163.6857528,175.9246271,187.6396118,201.6417667,218.1497863,230.7808191,234.2092058,260.8250551,280.3678614,255.7057779,277.6634085,301.1523588,316.9037747,338.7075439,379.1950014,418.9725149
Palau,PLW,844.7264663,815.4905989,868.9632288,963.0926859,1143.995433,1120.841579,1216.397142,1313.762589,1249.113985,1278.542839,1487.05722,1527.747539,1754.446651,1838.291607,1993.273589,2011.561724,2176.135795,2157.250935,2034.840336,2832.666524,3025.278372
Papua New Guinea,PNG,41.99465992,47.2246386,55.46562189,52.38914368,58.11589647,54.94774256,55.6998294,59.0413708,53.17807901,60.55617566,59.23636337,67.40244604,81.29411197,93.95711822,115.5251343,67.37458813,89.7850689,88.46256542,90.80532727,95.69376517,99.38540711
Poland,POL,564.2616917,630.0812389,715.9719547,731.3525734,783.4823838,806.7943207,878.8967731,986.7689735,1167.317234,1267.992994,1351.927455,1424.487968,1477.89278,1575.0456,1626.766908,1716.899039,1850.915885,1972.367974,2021.770555,2178.461989,2234.613961
Pre-demographic dividend,PRE,62.65089301,68.21051604,68.21142308,95.80417862,108.9053675,108.8179399,115.0213164,121.3844511,125.5440765,136.6122912,127.6828323,132.4120713,130.5922696,141.8702736,143.966273,147.6192603,149.6403701,153.3882515,144.868709,148.6099521,153.525406
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,1630.064761,1689.721972,1792.917685,1905.077767,2049.488951,2195.49624,2311.1396,2383.14,2556.579671,2681.801875,2734.958891,2601.130117,2545.637287,2619.832937,2678.614561,2758.884513,2964.798217,3072.321797,3285.399126,3444.568349,3605.855678
Paraguay,PRY,416.075857,386.2839238,328.0980514,355.0903843,376.9534593,384.4085129,426.8988934,457.6524939,493.720662,538.6922317,592.1096506,662.8276073,709.4038467,727.234098,822.5206157,832.1903504,869.435603,899.1033652,956.5050431,1016.274873,1060.010581
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,167.6622743,162.5290603,178.7461231,173.0066834,200.7867713,223.9224551,226.3240647,227.5818216,221.5612198,232.4980379,226.4003012,225.5490558,237.5387049,251.4383764,273.7819699,285.4326396,284.850908,293.3681381,322.6134986,354.866249,320.1188538
Post-demographic dividend,PST,2559.346134,2750.692274,2962.760144,3161.443414,3344.180073,3536.28712,3784.408999,3988.706354,4183.39621,4377.378808,4525.447982,4728.83004,4878.111969,5040.765209,5239.8951,5454.018237,5672.806006,5873.879295,6114.740679,6323.4453,6872.357417
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,1783.847591,2076.52927,2284.286624,3303.617271,3389.765774,2877.856544,2682.575777,2398.403667,1989.787056,2704.544667,2559.587166,2516.025959,2853.438546,3294.432485,3472.867152,3643.404635,3130.36193,3166.879962,3047.050021,3324.118625,3927.950702
Romania,ROU,245.9947932,281.4600643,326.2713376,405.0755199,490.8425174,529.2277393,584.299508,679.9908719,838.9419108,874.7713735,976.5692349,839.3360158,891.5098786,1026.127659,1035.369744,1065.927137,1210.831517,1394.102762,1626.595792,1825.228224,2012.380361
Russian Federation,RUS,366.4807999,412.7857146,474.5910716,510.9727593,520.5870816,603.2642135,760.0523331,845.0763646,1056.854734,1169.451594,1088.378799,1090.099183,1196.138845,1320.686118,1351.699262,1290.890152,1290.072293,1402.647741,1555.923709,1704.564707,2278.232324
Rwanda,RWA,22.42373736,22.38930263,23.86989636,53.77538771,62.63360432,70.78196454,76.39737405,84.89852835,90.14944891,96.98153857,106.2903007,112.0781034,117.457225,101.8526955,116.2930939,117.2598534,128.1540501,123.6409628,140.6719199,144.5914303,159.5572273
South Asia,SAS,79.82713823,87.32523044,90.41989723,91.23445837,98.27744236,104.8609249,111.2941724,118.1654421,122.6314439,128.5076845,130.8215094,133.8725007,147.2511995,170.6609876,172.3874927,179.5132272,188.2365684,173.6638155,184.3686394,195.0079622,189.2199413
Saudi Arabia,SAU,1610.818815,1680.799701,1542.732814,1599.565244,1562.783443,1573.85748,1695.987347,1678.548402,1459.033525,2002.94076,1752.524584,1953.39418,2181.173647,2383.248581,2803.695879,2823.962205,2838.611154,2867.975388,2696.30622,,
Sudan,SDN,110.1673931,101.7697029,104.8582731,130.2938158,146.4150686,153.4501593,195.8758623,240.2654134,237.4230325,267.3467765,216.5458586,291.9105292,223.5165059,274.0539093,255.9524775,322.5486262,305.3948157,278.6898231,205.8005179,207.1428676,157.4315874
Senegal,SEN,71.66784009,77.3599735,82.42131182,94.02310821,104.769594,88.36605589,92.96029194,86.75453198,91.73391754,101.2937658,108.1100091,113.8778058,118.3908608,121.9284581,126.0752223,132.0964786,133.063078,135.6995436,152.8864781,161.0825918,182.7292247
Singapore,SGP,1456.203645,1369.940343,1515.045492,1712.214182,1669.056507,1748.95326,1839.975498,1916.150906,2159.449245,2237.720429,2370.854028,2481.248194,2696.192114,3015.077312,3209.361329,3562.130703,3855.189017,4051.376928,3984.669508,4415.927763,5827.568285
Solomon Islands,SLB,75.66791429,95.10135701,140.3513885,104.2166605,121.8071817,151.3040057,141.9309014,133.5583443,107.992652,130.8921952,99.130431,114.1693942,111.6413784,110.2078262,117.926758,107.1472591,110.7273972,108.2185996,105.9161178,122.8220101,115.3573114
Sierra Leone,SLE,116.4887036,68.70530303,86.77905406,88.0053505,94.29003322,99.62042467,98.53613153,103.2613996,106.449753,121.0453236,123.7014305,158.6098086,147.1795022,199.1102184,346.5568253,320.0786618,271.2409005,149.7836229,136.6852651,152.6675691,146.511714
El Salvador,SLV,346.211481,357.093658,366.9892458,373.2172969,403.9171871,483.9270165,491.8340647,500.9133293,520.5244588,532.1790092,551.7900989,580.7878284,569.9515812,630.6402838,630.5389729,675.4683664,712.3570992,725.8706835,751.3904062,799.187881,855.082295
San Marino,SMR,2895.316105,3041.710827,2781.415444,2561.16457,2675.55554,2759.090787,3032.763463,3298.661002,3678.489311,3813.345312,3516.673853,4187.289887,4380.647183,4096.055378,4162.922962,4122.691227,4910.796057,4933.879041,5119.192672,5238.582288,5167.151945
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,371.7920589,421.1316543,548.1269816,585.3912527,664.9649879,759.0343177,865.5330855,1051.274601,1195.346728,1169.197458,1216.786684,1249.852891,1296.612592,1359.00504,1352.353878,1312.160078,1338.000503,1361.726104,1507.565084,1626.728638,1660.565203
Sub-Saharan Africa (excluding high income),SSA,100.6608908,105.6972219,103.7279175,126.5055133,132.5069361,138.6240914,148.8507369,156.3211905,162.0107078,171.1668914,169.4438001,178.0722934,174.1252982,184.9900718,185.7597693,192.8501197,192.8906017,189.2690378,183.0125548,185.171601,188.0326803
South Sudan,SSD,,,,,,,,,,,,,,,,,,86.44439732,67.80388425,51.40969324,53.99997049
Sub-Saharan Africa,SSF,100.732148,105.7784781,103.7961589,126.5771663,132.571934,138.6918319,148.9205986,156.3867865,162.0717937,171.2223011,169.5212274,178.1475632,174.2199349,185.0628267,185.8427869,192.9305478,192.9899519,189.3670159,183.1214465,185.278545,188.1674889
Small states,SST,453.9446445,475.9411469,519.2213916,553.9052608,585.1723461,590.8574379,624.4674216,681.3144677,710.3249718,796.2065375,784.0850781,794.1864785,824.0509195,892.2940193,934.7390886,992.4641713,998.1095279,1033.036507,1044.66883,1101.691799,1173.472829
Sao Tome and Principe,STP,186.0365944,197.2221392,197.1851152,247.0683682,241.7129325,252.5314256,199.2421646,203.4122377,190.6022336,194.1522131,195.0517481,200.8412003,189.8084615,261.1596157,254.6636906,203.2248974,248.4047623,251.8507292,236.5193329,216.8958506,208.2044964
Suriname,SUR,486.0744802,323.3301075,470.0698896,463.0518094,564.6484544,572.3865035,680.4367786,647.4679406,617.9456495,665.1436627,660.3889088,662.4275039,702.2703247,784.0688973,811.5936666,971.206056,876.9438197,944.9597725,1262.744642,1620.361191,1095.116581
Slovak Republic,SVK,602.1393789,660.3699442,733.1546483,772.4427866,970.2808983,1096.344714,1295.786385,1523.614032,1651.425355,1835.762562,1947.861318,1918.63588,2035.447859,2101.071779,1999.391667,2033.224569,2110.635345,2038.161552,2092.638365,2222.467109,2268.137453
